feature1,feature2,feature3,feature4,feature5,target
-0.038344830381275896,0.5573995584920141,-1.221875915904542,0.17157240853599598,1.1840391450305634,1
-0.2840357833384406,-0.5434543062520945,-0.7544730623423381,0.9047194078265577,0.5184491837843681,0
-1.3907312101088296,0.8793153866681217,-3.5905749411939913,1.1297964012130488,3.531827006207995,1
-1.3392077474285051,0.5891827398591336,2.241588839621704,-1.8669753189818832,-1.3683875573237945,0
-1.283625157028399,0.19443497115761627,0.2645079206071181,-0.3955673943418926,0.12632893204491036,0
-0.12003029041740088,0.09731730864606894,-2.6441262603530937,1.3847546285112715,2.2326321722455638,1
-1.208898427365305,0.19125109630670722,1.0238245067684653,-0.8137284977333261,-0.5162063189830934,0
-0.7805716541332326,-0.19682936871471135,0.14197926957250506,0.05854364624313502,-0.0036380281969017325,0
-0.5757481011613265,-0.3683132822156665,-0.7247122936063632,0.7118934300764383,0.6120362264443295,0
1.160712746898612,0.6613802709658786,-0.4750470702189467,-0.27692786060936314,0.3349694955842978,1
2.6423583055789175,1.460254152180198,-2.579865924355539,0.2500492489510009,1.9820681948635976,1
0.4975401922697582,0.19872689375177793,-2.1462981459026924,1.0465685976548311,1.7167469570278047,1
-0.45172549193083733,0.11515332690919534,-2.093531880238797,1.042221249199283,1.8584730936747773,1
0.5524745874252026,-1.6669707686712578,1.6386754449959609,0.6389817658104859,-1.9792198226027886,0
-0.7632725086101494,0.19030638274487555,0.9267832484253322,-0.73443241766219,-0.5354941956206516,0
-1.3028182624982687,0.4251519375015389,2.8703792062431086,-2.066834789092857,-1.943985989560336,0
-1.3404413730366236,2.743829774729398,-1.14980936698933,-1.9414436546226477,2.079748702190376,0
-0.7736012777266612,1.3121538943755398,-0.5979660304244628,-0.9086747596509184,1.063586634279655,1
-2.099567636170109,-0.2509382321851468,-1.2222284400517724,0.8005382368338598,1.395394932299237,1
-2.6232015869643073,0.09663476993012642,2.88909584603586,-1.847879898061078,-1.7665169971847523,0
0.9996342634285915,-0.4408068689357062,-0.7050860944728394,0.85249255563812,0.22425665368936998,1
-1.3547832311275796,1.0260525751715173,3.967002176807918,-3.2338923191166313,-2.652002817734899,0
-0.4016306208203205,0.2101655888159569,0.30216714443809417,-0.3833567670340372,-0.09556877923248264,0
-1.426231432244367,1.196959975543806,-1.8104344390841942,-0.159656402976724,2.171263794598619,1
-1.9744260577320552,0.11299403198559656,0.7425043310810417,-0.6259627034428993,-0.1386445941936305,0
-1.773053329374961,-0.4007912135033427,0.7154390100237065,-0.12941440269611248,-0.3175781835354955,0
-0.431341636730872,0.13506690547169453,0.3173465834161158,-0.3246896616618796,-0.12435038940686871,0
-0.45652317510032114,0.4594764403149225,2.107648339410771,-1.6254684569561269,-1.4935056613127689,0
-1.2793903408954954,2.301785193566148,-0.9382062431713344,-1.6518047691420272,1.7573604055070668,0
0.27556716740549925,0.3390383850027697,-0.4484857420269667,-0.044481360212346055,0.4112942146512446,1
-1.1153804082320828,2.417178291478887,-0.8822221532782812,-1.7799510133230834,1.7100465877823594,0
3.559372626492866,4.803435001489305,-3.176481796317866,-2.4278843679904973,3.2882140215318127,1
-1.6371730486304945,2.0329425620500663,-1.1498475927732854,-1.3064673587138156,1.9290372337078392,0
-0.624911417600373,-0.22729351446594023,0.2738923202065353,0.021005912607935606,-0.15603275248694004,0
-0.0889695096769354,-0.2986375723377194,1.747610982831984,-0.7097650412319345,-1.5096829218922974,0
-0.19210657318823388,0.03099363775059553,-1.9228036024567599,1.0377466775683775,1.6347050442475823,1
0.07358775836107867,1.5634488680486784,-0.6912683176711275,-1.0407458172239992,1.0289719951792098,1
0.8967176676421902,-0.33160941038137165,-2.4418917356519962,1.7193122439785287,1.709905458282151,1
0.4631799721151658,0.4886555535876285,-1.8835432318076224,0.6320964756736875,1.5964303004775997,1
-0.9301003360052855,0.06539973202262742,-0.06439316204701567,-0.07414080537788692,0.27929300186410866,0
