feature1,feature2,feature3,feature4,feature5,target
0.7064940482968607,-0.9476853087208383,0.623854793688692,0.17677230107145292,2.2058037460969575,1
0.15433346795998215,0.7719013998738025,-0.3965816504916148,-1.1026270550336703,1.1750291123268655,0
-3.3537842872797032,1.5817309337280583,1.1002323256586104,0.39700257766178293,-3.454571874944777,1
-0.34957162555292554,0.20719637012733938,0.08306267298446357,-0.17636970011459674,-0.21620847591305237,1
-1.9137966887323707,0.15027718649869093,0.9853637516991031,-1.3525240878431852,-0.6274040875913011,1
1.7397818676721821,-1.3095750990495547,-0.2857546279481191,1.8018286362076814,0.3130207740230382,1
0.19117671778737577,0.6797248655342949,-1.0516014416083073,-1.5873061069986607,-0.38640324431162754,0
2.568670916181831,0.15413563378206163,-2.0275670967128154,0.7633460787582644,0.11319459190168057,0
0.4943024259805444,-0.9720830356848547,0.7130763542529015,0.4324338815752409,1.6865591494250165,1
-0.7286243334294585,1.203107605809101,-0.44615726398615263,-0.0031171442911730463,-1.536920542381144,1
1.888667989836096,-1.5279532925893298,-0.40154913306461126,2.7880023829139553,-0.760504346539215,1
0.7105288183514655,0.5960949335521766,-0.6716241222830406,1.5553808760177064,-0.6593836629420347,1
2.138353846323748,-0.33456931332966,-1.2768250371032137,1.150090864901712,0.25620269754237524,1
-1.4911670450745698,0.19532722292911497,1.521581645115051,0.6118848440718654,0.4623827837010245,1
1.3328545458145766,-0.534628049406688,-0.5470460343032308,2.0918087988106864,-0.683129358463407,1
-0.8095573839847205,-2.1111379362666147,1.6629611116199305,-2.0430211992923657,1.689495376056191,0
-0.9259032999113306,0.6215986439999739,-0.8901571211777821,-2.4680755746795766,-2.0936003312927145,0
1.171148857725265,-0.05543280487674895,-0.5906043071650287,0.9958886934062581,0.3307382140083093,1
3.003718446224894,1.0229503553606332,-3.9818242126093377,-1.22144552417936,-1.7322555698038709,0
-0.21754210238366511,1.9342098995947432,-1.3670572170326127,-0.5672900617104926,-1.5030526225101613,1
-2.9665171218578514,2.9466294945127602,-0.023871426655670547,2.5245443708725945,-5.7030851147597454,1
1.4927018869441235,-0.4346745409243602,-1.256893791847689,0.017550606207562325,-0.5213328340366847,0
