feature1,target
92.18742350231169,328.34161200615114
88.72127425763266,325.15822119415753
19.967378215835975,71.45867859015823
3.4388521115218396,28.464210535476646
98.68869366005173,358.2286565279541
18.34045098534338,78.87802835403073
12.203823484477883,47.36626449862016
52.27328293819941,187.1854731895569
70.80725777960456,247.80783179277057
0.5522117123602399,12.152156649429816
96.99098521619943,347.7559593532949
52.00680211778108,173.00529678431096
32.518332202674706,126.685008746786
59.24145688620425,210.7322419850548
56.127719756949624,193.9096575057488
15.599452033620265,63.16920783278839
14.092422497476264,38.248646395554644
54.26960831582485,208.01505664821127
80.83973481164611,287.6739330862692
30.42422429595377,104.46425409706468
18.485445552552704,91.60361569203425
96.56320330745594,323.78349942310535
86.61761457749351,302.9789488384908
49.379559636439076,169.6703558778824
51.42344384136116,176.95928075254787
29.122914019804192,92.29504958799347
62.329812682755794,227.89267359876314
78.51759613930136,275.6051332599012
82.87375091519293,303.19330037687195
21.233911067827616,84.45136306853021
45.606998421703594,150.47078705545846
59.86584841970366,194.65478032295388
52.475643163223786,185.38812960530558
68.42330265121569,242.5579496314437
60.11150117432088,207.3053180811912
35.84657285442726,133.3937297234822
5.8083612168199465,40.10820470628497
28.093450968738075,105.60167773662457
30.46137691733707,112.21712131009001
47.22149251619493,174.40303307604722
8.84925020519195,25.349338580910775
10.789142699330444,51.033831938016796
59.78999788110851,198.75835827321848
90.9320402078782,330.78147105444145
96.95846277645586,334.4492564662886
80.21969807540397,287.61528184923696
31.171107608941096,128.12681974065484
7.455064367977082,33.691553230404025
27.134903177389592,96.75154595880682
42.75410183585496,158.0508761736588
11.586905952512971,38.41065665353172
49.51769101112702,166.62513816274927
4.522728891053807,11.635308776350287
54.67102793432797,202.21716870815058
2.541912674409519,16.663602353733506
19.59828624191452,78.32992615305264
72.90071680409874,263.6169909093153
6.505159298527952,30.34356145207547
77.0967179954561,265.94336868784114
32.53303307632643,134.36495981731792
35.67533266935893,117.55502117841668
31.09823217156622,104.09699589820855
9.767211400638388,63.81766102708722
4.645041271999773,25.29815302014459
95.07143064099162,334.75993373881204
93.9498941564189,334.8211431983426
13.949386065204184,56.43340395001354
73.1993941811405,262.11548739934676
36.63618432936917,130.88077381904066
63.75574713552131,219.93829179080748
71.3244787222995,273.6036053545877
70.68573438476172,254.90499885012477
72.96061783380641,271.94811820839647
33.08980248526492,108.90127372640073
61.18528947223795,222.10971592347857
38.8677289689482,133.20451846795632
19.87156815341724,61.34592240611758
18.182496720710063,69.60951401596563
76.07850486168974,268.8208858558854
77.51328233611146,270.63351088036234
